S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,Percentage of Votes
10.0,MOHAN RAUT,Rashtravadi Bharat Party,3537,5,3542,0.26
11.0,PRIYANKA SANJAY BHANDARKAR,Bhartiya Shakti Chetna Party,2906,20,2926,0.21
12.0,ADVOCATE SATYAPRAKASH SHULKE (LODHI),Madhya Pradesh Jan Vikas Party,1929,3,1932,0.14
13.0,DILEEP CHHABDA,Independent,1733,17,1750,0.13
14.0,NOTA,None of the Above,11479,31,11510,0.83
1.0,BUNTY VIVEK SAHU,Bharatiya Janata Party,643489,1249,644738,49.41
2.0,NAKUL KAMALNATH,Indian National Congress,529931,1189,531120,40.7
3.0,DEVIRAM URF DEV RAVEN BHALAVI,Gondvana Gantantra Party,55854,134,55988,4.29
4.0,UMAKANT BANDEWAR,Bahujan Samaj Party,11802,21,11823,0.91
5.0,KAPIL SONI,Rashtriya Gondvana Party,9634,4,9638,0.74
6.0,SIRAJ SHEKH,Independent,9567,1,9568,0.73
7.0,PAWANSHAH SARYAM,Independent,6612,9,6621,0.51
8.0,SUBHASH SHUKLA,Independent,5768,1,5769,0.44
9.0,RAJENDRA DONGRE,Independent,4628,4,4632,0.35
10.0,GOVIND BHALAVI,Independent,4022,7,4029,0.31
11.0,MOHD. PARVEZ QURESHI,Independent,3818,10,3828,0.29
12.0,AJAY BARKADE,Independent,2491,4,2495,0.19
13.0,KUSHWAHA RAJESH TANTRIK,Ahinsa Samaj Party,1695,3,1698,0.13
14.0,""" PRAKASH ALIAS BANTY "" PARTETI",Rashtra Samarpan Party,1652,2,1654,0.13
15.0,FOGAL BANSOD,Republican Party of India (A),1322,1,1323,0.1
16.0,NOTA,None of the Above,9887,16,9903,0.76
1.0,DARSHAN SINGH CHOUDHARY,Bharatiya Janata Party,810529,1618,812147,64.99
2.0,SANJAY SHARMA SANJU BHAIYA,Indian National Congress,379868,583,380451,30.44
3.0,RAMGOVIND BARUAA,Bahujan Samaj Party,15344,43,15387,1.23
4.0,PANDIT DIVYENDRA BRIJMOHAN DUBEY ADVOCATE,Bharatiya Yuva Jan Ekta Party,6157,11,6168,0.49
5.0,RAKESH RAMPRASAD RICKY,Independent,5071,8,5079,0.41
6.0,SARJERAO SAHARE,Independent,4487,6,4493,0.36
7.0,PATRAKAR TILAK JATAV,Independent,2257,3,2260,0.18
8.0,YUVRAJ GAVADE,Independent,2205,10,2215,0.18
9.0,JYOTI SURESH JHARIYA,Independent,2033,13,2046,0.16
10.0,MAKHAN SINGH LODHI,Bhartiya Shakti Chetna Party,1651,6,1657,0.13
11.0,MUKESH YADAV,Independent,1578,10,1588,0.13
12.0,PANDIT BRAJESH KHEMARIYA,Independent,1251,9,1260,0.1
13.0,NOTA,None of the Above,14927,14,14941,1.2
1.0,SHIVRAJ SINGH CHOUHAN,Bharatiya Janata Party,1111556,4904,1116460,76.7
2.0,PRATAPBHANU SHARMA,Indian National Congress,293537,1515,295052,20.27
3.0,KISHAN LAL LADIYA,Bahujan Samaj Party,10734,82,10816,0.74
4.0,KAMLESH KUMAR GOUR,Jai Prakash Janata Dal,8167,11,8178,0.56
5.0,DHOOLSINGH DHAMMA,Independent,3417,7,3424,0.24
6.0,SATYENDRA SINGH SISODIYA,Independent,2921,4,2925,0.2
7.0,DHARMVIR BHARTI,Akhil Bhartiya Parivar Party,2809,10,2819,0.19
8.0,ABDUL RASHID,Independent,1679,3,1682,0.12
9.0,BHAI MUNSHILAL SILAWAT,Public Political Party,1114,3,1117,0.08
10.0,ABDUL JABBAR,Independent,1076,6,1082,0.07
11.0,SEEMA SHARMA,Sapaks Party,1065,8,1073,0.07
12.0,DHARMENDRA SINGH PANWAR (GOLU BHAIYA),Right to Recall Party,1025,1,1026,0.07
13.0,BHEEKAM SINGH KUSHWAHA,Mahanwadi Party,720,4,724,0.05
14.0,NOTA,None of the Above,9218,62,9280,0.64
1.0,ALOK SHARMA,Bharatiya Janata Party,978285,2824,981109,65.48
2.0,ADVOCATE ARUN SHRIVASTAVA,Indian National Congress,478698,912,479610,32.01
3.0,BHANU PRATAP SINGH,Bahujan Samaj Party,13255,50,13305,0.89
4.0,DEENDAYAL AHIRWAR URF DEENU BHAIYA,Independent,3639,2,3641,0.24
5.0,JAY SINGH,Independent,2509,1,2510,0.17
6.0,BHARTI YADAV,Independent,1833,6,1839,0.12
7.0,ANKIT RAI,Independent,1100,1,1101,0.07
8.0,DHANRAJ SHENDE,Republican Party of India (A),788,2,790,0.05
9.0,AJAY KUMAR PATHAK,Chhatrapati Shivaji Bhartiya Garib Party,787,3,790,0.05
10.0,MOHAMMAD ASHRAF,Independent,777,1,778,0.05
11.0,BABULAL SEN,Moulik Adhikar Party,718,2,720,0.05
12.0,SANJAY KUMAR SAROJ,Manav Samadhan Party,621,1,622,0.04
13.0,BALRAM SINGH TAUMAR,Bhartiya Shakti Chetna Party,587,1,588,0.04
14.0,RAMPRASAD PATEL,Kranti Janshakti Party,572,3,575,0.04
15.0,MUDIT CHAURASIA,Akhil Bhartiya Aarakshit Samaj Party,541,3,544,0.04
16.0,MUDIT BHATNAGAR,Socialist Unity Centre Of India (COMMUNIST),537,3,540,0.04
17.0,R.K. MAHAJAN,Independent,527,2,529,0.04
18.0,ABDUL TAHIR ADVOCATE (BABLU RAJNIKANT)  S/O SAEED PAHELWAN ANSARI,Bahujan Maha Party,473,0,473,0.03
19.0,MAITHILI SHARAN GUPTA,Independent,447,1,448,0.03
20.0,RAJESH KEER,Independent,427,0,427,0.03
21.0,AKSHAY GOTHI,Parivartan Party of India,403,4,407,0.03
22.0,HITENDRA SHAHARE (BABA),Independent,318,0,318,0.02
23.0,NOTA,None of the Above,6573,48,6621,0.44
1.0,RODMAL NAGAR,Bharatiya Janata Party,756139,2604,758743,53.1
2.0,DIGVIJAYA SINGH,Indian National Congress,610602,2052,612654,42.87
3.0,DR. RAJENDRA SURYAVANSHI,Bahujan Samaj Party,13902,40,13942,0.98
4.0,ASHOK PAWAR,Samata Samadhan Party,6597,17,6614,0.46
5.0,JITENDRA SINGH,National World Leader Party,5051,12,5063,0.35
6.0,DINESH RAZAWAT,Aazad Samaj Party (Kanshi Ram),4170,9,4179,0.29
7.0,RODMAL,Independent,3733,11,3744,0.26
8.0,ANIL JAIN,Independent,3069,20,3089,0.22
9.0,RADHESHYAM MALVIYA,Independent,2796,3,2799,0.2
10.0,SUNEEL BHEEL,Independent,2703,10,2713,0.19
11.0,VISHAL SONI (ADVOCATE),Bharatiya Yuva Jan Ekta Party,2544,16,2560,0.18
12.0,JAGDISH KARPENTER,Independent,1730,4,1734,0.12
13.0,ANIL,Independent,1414,4,1418,0.1
14.0,RAMCHARAN PIRJAPATI,Lok Samaj Party,1292,2,1294,0.09
15.0,BABU SINGH,Sajag Samaj Party,1186,5,1191,0.08
16.0,NOTA,None of the Above,7248,12,7260,0.51
1.0,MAHENDRA SINGH SOLANKY,Bharatiya Janata Party,925917,3024,928941,63.23
2.0,RAJENDRA RADHAKISHAN MALVIYA,Indian National Congress,502548,1168,503716,34.29
3.0,RAJENDRASINGH CHOKHUTIYA,Bahujan Samaj Party,11162,41,11203,0.76
4.0,RAMPRASAD,Aazad Samaj Party (Kanshi Ram),7201,19,7220,0.49
5.0,NITIN VERMA,Independent,2756,5,2761,0.19
6.0,ADVOCATE VIDAYARAJ MALAVIY,Social Democratic Party Of India,2026,5,2031,0.14
7.0,ENG. DEEPAK RAMESH CHANDRA VICHITRA,Independent,1585,10,1595,0.11
8.0,HEMRAJ POONAMCHANDRA BAMNIYA,Public Political Party,1236,12,1248,0.08
9.0,NOTA,None of the Above,10365,24,10389,0.71
1.0,ANIL FIROJIYA,Bharatiya Janata Party,834374,1730,836104,62.93
2.0,MAHESH PARMAR,Indian National Congress,459531,713,460244,34.64
3.0,ADVOCATE PRAKASH CHOUHAN,Bahujan Samaj Party,9502,16,9518,0.72
4.0,DR. HEMANT PARMAR,Bhim Sena,4973,3,4976,0.37
5.0,SURESH BAGARI,Independent,2786,5,2791,0.21
6.0,MAHESH PARMAR,Independent,2468,8,2476,0.19
7.0,GANGA MALVIYA,Independent,1288,7,1295,0.1
8.0,ANIL,Independent,979,2,981,0.07
9.0,ISHWARLAL VARSHI,Independent,860,3,863,0.06
10.0,NOTA,None of the Above,9310,22,9332,0.7
1.0,SUDHEER GUPTA,Bharatiya Janata Party,942249,3512,945761,65.98
2.0,DILIP SINGH GURJAR,Indian National Congress,443622,1484,445106,31.05
3.0,KANHAIYALAL MALVIYA,Bahujan Samaj Party,10456,56,10512,0.73
4.0,ISMAIL KHAN MAIV,Independent,8810,16,8826,0.62
5.0,SUSHIL,Independent,3432,7,3439,0.24
6.0,SAEED AHAMAD,Independent,3165,2,3167,0.22
7.0,MURALIDHAR,Independent,2682,14,2696,0.19
8.0,VIJAY RANN,Independent,2314,9,2323,0.16
9.0,NOTA,None of the Above,11615,47,11662,0.81
1.0,ANITA NAGARSINGH CHOUHAN,Bharatiya Janata Party,793432,2431,795863,51.93
2.0,KANTILAL BHURIA,Indian National Congress,586904,1727,588631,38.41
3.0,ENGINEER BALUSINGH GAMAD,Bharat Adivasi Party,52525,234,52759,3.44
4.0,RAMCHANDRA SOLANKI,Bahujan Samaj Party,15159,13,15172,0.99
5.0,SURAJ BHABHAR,Independent,10060,2,10062,0.66
6.0,RANGLA KALESH,Independent,7331,4,7335,0.48
7.0,KASNA RANA PARGI,Independent,7311,5,7316,0.48
8.0,SUMITRA MEDA,Independent,6927,3,6930,0.45
9.0,RAMESHWAR SINGAR,Independent,4603,4,4607,0.3
10.0,MOHANSINGH NINGWAL,Bhartiya Samajik Party,4503,4,4507,0.29
11.0,SHEETAL BARELA,Akhand Bharat Samrajya Party,3929,1,3930,0.26
12.0,UDESINGH MACHAR,Republican Party of India (A),3795,1,3796,0.25
13.0,NOTA,None of the Above,31697,38,31735,2.07
1.0,SAVITRI THAKUR,Bharatiya Janata Party,792591,1858,794449,55.75
2.0,RADHESHYAM MUVEL,Indian National Congress,574756,1028,575784,40.4
3.0,DHUMSINGH MANDLOI MACHHAR,Bahujan Samaj Party,14926,30,14956,1.05
4.0,JITENDRA MUNIYA,Bharat Adivasi Party,10586,35,10621,0.75
5.0,SUNIL AJRAWAT,Independent,5400,8,5408,0.38
6.0,SHIVAJI PATEL KALMI,Independent,4694,6,4700,0.33
7.0,VIKRAM VASUNIYA,Janata Congress,3464,11,3475,0.24
8.0,NOTA,None of the Above,15612,39,15651,1.1
1.0,SHANKAR LALWANI,Bharatiya Janata Party,1223746,3005,1226751,78.54
2.0,SANJAY S/O LAKSHMAN SOLANKI,Bahujan Samaj Party,51486,173,51659,3.31
3.0,PAWAN KUMAR,Akhil Bhartiya Parivar Party,15182,28,15210,0.97
4.0,ABHAY JAIN,Independent,8379,13,8392,0.54
5.0,LAVISH DILIP KHANDELWAL,Independent,8231,7,8238,0.53
6.0,COMRADE AJEET SINGH,Socialist Unity Centre Of India (COMMUNIST),7148,31,7179,0.46
7.0,AYAZ ALI,Independent,7074,22,7096,0.45
8.0,ENG. ARJUN PARIHAR,Independent,3823,8,3831,0.25
9.0,BASANT GEHLOT,Jan Sangh Party,3663,13,3676,0.24
10.0,RAVI SIRWAIYA,Independent,2615,6,2621,0.17
11.0,MUDIT CHAURASIA,Independent,2601,8,2609,0.17
12.0,PARMANAND TOLANI,Independent,2399,4,2403,0.15
13.0,DESH BHAKT ANKIT GUPTA,Independent,1957,12,1969,0.13
14.0,ADVOCATE PANKAJ GUPTE,Independent,1652,8,1660,0.11
15.0,NOTA,None of the Above,218355,319,218674,14.0
1.0,GAJENDRA SINGH PATEL,Bharatiya Janata Party,818291,1572,819863,52.6
2.0,PORLAL BATHA KHARTE,Indian National Congress,683651,1194,684845,43.93
3.0,DEVISINGH NARGAVE,Communist Party of India,14680,6,14686,0.94
4.0,SHOBHARAM DAWAR,Bahujan Samaj Party,12047,22,12069,0.77
5.0,NARSINGH SOLANKI,Independent,9052,6,9058,0.58
6.0,NOTA,None of the Above,18237,20,18257,1.17
1.0,GYANESHWAR PATIL,Bharatiya Janata Party,861188,1491,862679,57.04
2.0,NARENDRA PATEL,Indian National Congress,591540,1168,592708,39.19
3.0,MUNNALAL S/O DHANNALAL TEJI,Bahujan Samaj Party,11796,22,11818,0.78
4.0,ABHINESH SINGH,Rashtriya Jan Awaz Party,9295,4,9299,0.61
5.0,LAXMI NARAYAN KATARE,Independent,4902,3,4905,0.32
6.0,MANOJ KUMAR VISHWAMBHARNATH AGRAWAL,Independent,4346,1,4347,0.29
7.0,MAHESH PAWAR,Peoples Party of India (Democratic),3701,8,3709,0.25
8.0,SHIVAM SEN,Independent,3479,2,3481,0.23
9.0,RAVINDRA SONVANE,Independent,2679,6,2685,0.18
10.0,PRAKASH RATHOR BANJARA,Aam Janta Party (India),2368,2,2370,0.16
11.0,NARAYAN SUKHADEV PAL,Bharatiya Yuva Jan Ekta Party,1699,3,1702,0.11
12.0,NOTA,None of the Above,12817,22,12839,0.85
1.0,DURGADAS (D. D.) UIKEY,Bharatiya Janata Party,846696,1540,848236,60.76
2.0,RAMU TEKAM,Indian National Congress,467810,665,468475,33.56
3.0,ARJUN ASHOK BHALAVI,Bahujan Samaj Party,26559,38,26597,1.91
4.0,ANIL UIKEY,Bharat Adivasi Party,10552,24,10576,0.76
5.0,BHURELAL CHOTELAL BETHEKAR,Independent,7800,11,7811,0.56
6.0,BHAGCHARAN WARKADE,Independent,5957,11,5968,0.43
7.0,SUNER UIKEY,Gondvana Gantantra Party,4172,14,4186,0.3
8.0,BARSKAR SUBHASH KORAKU,Swatantra Kisan Party,3831,18,3849,0.28
9.0,NOTA,None of the Above,20309,13,20322,1.46
1.0,NITIN JAIRAM GADKARI,Bharatiya Janata Party,652809,2218,655027,54.08
2.0,VIKAS THAKRE,Indian National Congress,515941,1483,517424,42.72
3.0,YOGIRAJ ALIAS YOGESH PATIRAM LANJEWAR,Bahujan Samaj Party,19164,78,19242,1.59
4.0,KIVINSUKA VIRENDRA SURYAVANSHI,Desh Janhit Party,2055,4,2059,0.17
5.0,ADARSH RAVISHANKAR THAKUR,Independent,1749,1,1750,0.14
6.0,ADV ULHAS SHALIKRAM DUPARE,Independent,1346,2,1348,0.11
7.0,FAHIM SHAMIM KHAN,Minorities Democratic Party,1072,1,1073,0.09
8.0,SURAJ BALRAM MISHRA,Kunbi Bahujan Sawrajya Party,814,3,817,0.07
9.0,TEKRAJ BELKHODE,Independent,803,5,808,0.07
10.0,GARUDADRI ANAND KUMAR,Akhil Bhartiya Parivar Party,719,1,720,0.06
11.0,DHANU WALTHARE,Independent,690,2,692,0.06
12.0,VIJAY MANKAR,Ambedkarite Party of India,606,4,610,0.05
13.0,ADV. SANTOSH RAMKRISHNA LANJEWAR,All India Forward Bloc,565,2,567,0.05
14.0,VISHESH VASANTA FUTANE,Bahujan Republican  Socialist Party,559,3,562,0.05
15.0,GUNWANT HARICHANDRA SOMKUWAR,Bharatheeya Jawan Kisan Party,465,6,471,0.04
16.0,SHRIDHAR NARAYAN SALVE,Bhim Sena,447,4,451,0.04
17.0,SUNIL WANKHEDE,Rashtra Samarpan Party,320,2,322,0.03
18.0,DIPAK LAXMANRAO MASKE,Bahujan Maha Party,267,3,270,0.02
19.0,NARAYAN TUKARAM CHOUDHARI,Socialist Unity Centre Of India (COMMUNIST),251,0,251,0.02
20.0,SANTOSH TULSHIRAM CHAVHAN,Independent,242,0,242,0.02
21.0,SUSHIL PATIL,Independent,236,1,237,0.02
22.0,SACHIN RAMKRUSHNARAO WAGHADE,Independent,202,0,202,0.02
23.0,PRAFUL MANIKCHAND BHANGE,Independent,201,0,201,0.02
24.0,VINAYAK BHAURAO AWCHAT,Independent,190,0,190,0.02
25.0,BABITA RAJU AWASTHI,Independent,179,3,182,0.02
26.0,SAHIL BALCHAND TURKAR,Independent,129,0,129,0.01
27.0,NOTA,None of the Above,5434,40,5474,0.45
1.0,DR. PRASHANT YADAORAO PADOLE,Indian National Congress,581678,5735,587413,47.56
2.0,SUNIL BABURAO MENDHE,Bharatiya Janata Party,546222,3811,550033,44.53
3.0,KUMBHALKAR SANJAY BHAIYY,Bahujan Samaj Party,25104,358,25462,2.06
4.0,SANJAY GAJANAN KEWAT,Vanchit Bahujan  Aaghadi,24528,330,24858,2.01
5.0,SEWAKBHAU NIRDHAN WAGHAYE,Independent,12899,204,13103,1.06
6.0,AJAYKUMAR BHARTIYA,Akhil Bhartiya Parivar Party,3998,59,4057,0.33
7.0,SUMIT VIJAY PANDE,Independent,3719,0,3719,0.3
8.0,VIRENDRAKUMAR KASTURCHAND JAISWAL,Independent,2382,7,2389,0.19
9.0,DEVILAL SUKHRAM NEPALE,Peoples Party of India (Democratic),2000,9,2009,0.16
10.0,DR. AKASH MADHUKAR JIBHAKATE,Independent,1972,9,1981,0.16
11.0,VILAS BABURAO LENDE,Lok Swarajya Party,1624,25,1649,0.13
12.0,VILAS JIYALAL RAUT,Independent,1611,5,1616,0.13
13.0,BENIRAM RAMCHAND FULBANDHE,Independent,1482,15,1497,0.12
14.0,PRADEEP  DHOBALE,Independent,1163,33,1196,0.1
15.0,SURYAKIRAN ISHWAR NANDAGAWALI,Independent,1132,30,1162,0.09
16.0,ITWALE SHARAD MARTAND,Independent,1020,8,1028,0.08
17.0,TULSIRAM URKUDA GEDAM,Independent,831,11,842,0.07
18.0,CHAITRAM DASHARATH KOKASE,Independent,780,11,791,0.06
19.0,NOTA,None of the Above,10106,162,10268,0.83
1.0,DR. KIRSAN  NAMDEO,Indian National Congress,614610,3182,617792,52.97
2.0,ASHOK  MAHADEORAO NETE,Bharatiya Janata Party,474376,1720,476096,40.82
3.0,GONNADE  YOGESH  NAMDEORAO,Bahujan Samaj Party,18930,125,19055,1.63
4.0,HITESH PANDURANG MADAVI,Vanchit Bahujan  Aaghadi,15824,98,15922,1.37
5.0,VINOD GURUDAS MADAVI,Independent,6107,19,6126,0.53
6.0,KODAPE VILAS SHAMARAO,Independent,4396,6,4402,0.38
7.0,SUHAS UMESH KUMRE,Bhim Sena,2851,21,2872,0.25
8.0,KARAN SURESH SAYAM,Independent,2772,17,2789,0.24
9.0,BARIKRAO DHARMAJI MADAVI,Bahujan Republican  Socialist Party,2527,28,2555,0.22
10.0,DHIRAJ PURUSHOTTAM SHEDMAKE,Janseva Gondwana Party,2141,33,2174,0.19
11.0,NOTA,None of the Above,16507,70,16577,1.42
1.0,DHANORKAR PRATIBHA SURESH ALIAS BALUBHAU,Indian National Congress,716635,1775,718410,57.88
2.0,MUNGANTIWAR SUDHIR SACCHIDANAND,Bharatiya Janata Party,456943,1061,458004,36.9
3.0,BELE RAJESH WARLUJI,Vanchit Bahujan  Aaghadi,21934,46,21980,1.77
4.0,RAJENDRA HARISHCHANDRA RAMTEKE,Bahujan Samaj Party,9145,43,9188,0.74
5.0,SANJAY NILKANTH GAWANDE,Independent,5087,1,5088,0.41
6.0,DIWAKAR HARIJI URADE,Independent,3221,3,3224,0.26
7.0,NAMDEO MANIKRAO SHEDMAKE,Gondvana Gantantra Party,2238,18,2256,0.18
8.0,SEWAKDAS KAWDUJI BARKE,Peoples Party of India (Democratic),1997,1,1998,0.16
9.0,AWACHIT SHAMRAO SAYAM,Janseva Gondwana Party,1886,20,1906,0.15
10.0,MILIND PRALHAD DAHIWALE,Independent,1759,2,1761,0.14
11.0,ASHOK RANAJI RATHOD,Jay Vidarbha Party,1660,10,1670,0.13
12.0,VIKAS UTTAMRAO LASANTE,Sanman Rajkiya Paksha,1518,2,1520,0.12
13.0,VIDYASAGAR KALIDAS KASARLAWAR,Bhim Sena,1426,0,1426,0.11
14.0,VANITA JITENDRA RAUT,Akhil Bharatiya Manavata Paksha,1054,3,1057,0.09
15.0,PURNIMA DILIP GHONMODE,Bahujan Republican  Socialist Party,967,6,973,0.08
16.0,NOTA,None of the Above,10821,22,10843,0.87
1.0,SANJAY UTTAMRAO DESHMUKH,Shiv Sena (Uddhav Balasaheb Thackrey),591899,2908,594807,48.53
2.0,RAJSHRITAI HEMANT PATIL (MAHALLE),Shiv Sena,498514,1820,500334,40.83
3.0,ANIL JAYRAM RATHOD,Samnak Janta Party,56175,215,56390,4.6
4.0,HARISING (HARIBHAU) NASARU RATHOD,Bahujan Samaj Party,17256,140,17396,1.42
5.0,SANGITA DINESH CHAVHAN,Independent,7169,11,7180,0.59
6.0,RAMDAS BAJIRAO GHODAM,Independent,6776,5,6781,0.55
7.0,VINOD PANJABRAO NANDAGAVALI,Independent,6291,7,6298,0.51
8.0,SANDIP SAMPAT SHINDE,Independent,5511,3,5514,0.45
9.0,DHARAM DILIPSING THAKUR,Sanman Rajkiya Paksha,4539,16,4555,0.37
10.0,AMOL KOMAWAR,Hindrashtra Sangh,3364,13,3377,0.28
11.0,UTTAM ONKAR INGOLE,Peoples Party of India (Democratic),2958,17,2975,0.24
12.0,MANOJ MAHADEORAO GEDAM,Independent,2783,11,2794,0.23
13.0,NUR ALI MAHEBUB ALI SHAH,Independent,1951,7,1958,0.16
14.0,DR ARJUNKUMAR SITARAM RATHOD,Independent,1857,6,1863,0.15
15.0,PRO KISAN RAMRAO AMBURE,Independent,1705,15,1720,0.14
16.0,DIKSHANT NAMDEVRAO SAWAIKAR,Independent,1095,8,1103,0.09
17.0,GOKUL PREMDAS CHAVHAN,Independent,1091,3,1094,0.09
18.0,NOTA,None of the Above,9316,75,9391,0.77
1.0,AASHTIKAR PATIL NAGESH BAPURAO,Shiv Sena (Uddhav Balasaheb Thackrey),490432,2103,492535,42.49
2.0,BABURAO KADAM KOHALIKAR,Shiv Sena,382599,1334,383933,33.12
3.0,DR. B. D. CHAVHAN,Vanchit Bahujan  Aaghadi,161324,490,161814,13.96
4.0,AMBADAS SUKAJI GADE,Independent,14729,13,14742,1.27
5.0,VIJAY RAMJI GABHANE,Communist Party of India  (Marxist),14617,27,14644,1.26
6.0,ANAND RAJARAM DHULE,Independent,9807,10,9817,0.85
7.0,GAJANAN DHONDBA DAL,Bahujan Samaj Party,7410,55,7465,0.64
8.0,DATTA SHRIKRISHNA SURYAWANSHI,Independent,7233,6,7239,0.62
9.0,SARJERAO NIVRUTTI KHANDARE,Independent,5010,4,5014,0.43
10.0,RAMPRASAD NARAYAN BANGAR,Independent,4518,7,4525,0.39
11.0,BABURAO ANANDRAO KADAM,Independent,4469,13,4482,0.39
12.0,DEVSARKAR VARSHA SHIVAJIRAO,Bahujan Mukti Party,4081,18,4099,0.35
13.0,A. KADIR MASTAN SAYYED (GOREGAONKAR),Independent,3707,6,3713,0.32
14.0,ANIL DEVRAO MOHITE,Akhil Bhartiya Parivar Party,3353,21,3374,0.29
15.0,SUNIL MOTIRAM GAJBHAR,Independent,3192,0,3192,0.28
16.0,ADV ALTAF AHMED,Indian National League,2934,16,2950,0.25
17.0,ASHOK PANDURANG RATHOD,Independent,2897,9,2906,0.25
18.0,ADV RAVI SHINDE,Independent,2687,14,2701,0.23
19.0,SATTAR PATHAN,Independent,2461,2,2463,0.21
20.0,MAHESH KAILAS NAPTE,Independent,2298,1,2299,0.2
21.0,ADV. SHIVAJIRAO JADHAV,Independent,2181,33,2214,0.19
22.0,BHAWAR GOVINDRAO FULAJI,Independent,2138,8,2146,0.19
23.0,TRISHALA MILIND KAMBLE,Bahujan Samaj Party  (Ambedkar),2128,22,2150,0.19
24.0,PRAKASH MASARAM RANVIR,Republican Party of India (A),2097,5,2102,0.18
25.0,ADV. RAMRAO ATMARAM JUMBADE,Independent,2095,9,2104,0.18
26.0,DESHA SHYAM BANJARA,Samnak Janta Party,2052,11,2063,0.18
27.0,VISHVANATH BHAURAO FALEGAONKAR,Independent,1856,3,1859,0.16
28.0,HEMANT RADHAKISHAN KANAKE,Rashtriya Kisan Bahujan Party,1791,9,1800,0.16
29.0,RAVI RAMDAS JADHAV (SAWANEKAR),Abhinav Bharat Janseva Paksh,1590,12,1602,0.14
30.0,DEWJI GANGARAM ASOLE,Independent,1476,7,1483,0.13
31.0,VIJAY DNYANBA RAUT,Independent,1115,11,1126,0.1
32.0,SUNIL DASHARATH INGOLE,Bhim Sena,1024,4,1028,0.09
33.0,VASANT KISAN PAIKRAO,Independent,590,3,593,0.05
34.0,NOTA,None of the Above,3079,44,3123,0.27
1.0,CHAVAN VASANTRAO BALWANTRAO,Indian National Congress,526865,2029,528894,46.88
2.0,CHIKHALIKAR PRATAPRAO GOVINDRAO,Bharatiya Janata Party,467452,2000,469452,41.61
3.0,AVINASH VISHWANATH BHOSIKAR,Vanchit Bahujan  Aaghadi,92090,422,92512,8.2
4.0,PANDURANG RAMA ADGULWAR,Bahujan Samaj Party,6879,22,6901,0.61
5.0,NIKHIL LAXMANRAO GARJE,Independent,4320,5,4325,0.38
6.0,NAGESH SAMBHAJI GAIKWAD,Independent,3316,2,3318,0.29
7.0,BHASKAR CHAMPATRAO DOIFODE,Independent,2078,2,2080,0.18
8.0,SUSHILA NILKANTHRAO PAWAR,Samnak Janta Party,1873,17,1890,0.17
9.0,ABDUL RAIS AHEMAD,Desh Janhit Party,1508,2,1510,0.13
10.0,DEVIDAS GOVINDRAO INGLE,Independent,1466,5,1471,0.13
11.0,KALPANA SANJAY GAIKWAD,Independent,1305,5,1310,0.12
12.0,KAUSAR SULTANA,Indian National League,1211,4,1215,0.11
13.0,SAHEBRAO BHIVA GAJBHARE,Independent,1189,4,1193,0.11
14.0,JAGDISH LAXMAN POTRE,Independent,960,3,963,0.09
15.0,GAJANAN DATTRAMJI DHUMAL,Independent,948,2,950,0.08
16.0,LAXMAN NAGORAO PATIL,Independent,921,2,923,0.08
17.0,MAHARUDRA KESHAV POPLAITKAR,Independent,911,2,913,0.08
18.0,RUKMINBAI SHANKARRAO GITE,Bharatiya Praja Surajya Paksha,897,6,903,0.08
19.0,HARI PIRAJI BOYALE,Bahujan Bharat Party,877,1,878,0.08
20.0,RATHOD SURESH GOPINATH,Independent,806,2,808,0.07
21.0,KADAM SURAJ DEVENDRA,Independent,796,3,799,0.07
22.0,RAHUL SURYAKANT YANGADE,Bahujan Mukti Party,734,3,737,0.07
23.0,DNYANESHWAR RAOSAHEB KAPATE,Independent,679,2,681,0.06
24.0,NOTA,None of the Above,3579,49,3628,0.32
1.0,JADHAV SANJAY ( BANDU ) HARIBHAU,Shiv Sena (Uddhav Balasaheb Thackrey),596871,4472,601343,45.17
2.0,JANKAR MAHADEV JAGANNATH,Rashtriya Samaj Paksha,463764,3518,467282,35.1
3.0,PANJAB UTTAMRAO DAKH,Vanchit Bahujan  Aaghadi,95394,573,95967,7.21
4.0,DR. GOVARDHAN BHIWAJI KHANDAGALE,Bahujan Bharat Party,15355,40,15395,1.16
5.0,KAMBLE SHIVAJI DEVAJI,Independent,11050,10,11060,0.83
6.0,ALAMGIR MOHAMMAD KHAN,Bahujan Samaj Party,10972,90,11062,0.83
7.0,SAMIR GANESHRAO DUDHGAONKAR,Independent,10951,105,11056,0.83
8.0,KRUSHNA TRIMBAKRAO PAWAR,Independent,10145,9,10154,0.76
9.0,KAILAS BALIRAM PAWAR (NAIK),Baliraja Party,9487,33,9520,0.72
10.0,PROF. DR. VILAS BANSIDHAR TANGADE,Independent,8814,6,8820,0.66
11.0,ARJUN DNYANOBA BHISE,Independent,6915,8,6923,0.52
12.0,COMRADE RAJAN KSHIRSAGAR,Communist Party of India,6627,22,6649,0.5
13.0,KISHORKUMAR PRAKASH SHINDE,Independent,6547,1,6548,0.49
14.0,KISHORE RADHAKISHAN DHAGE,Independent,5446,34,5480,0.41
15.0,SAYED IRSHAD ALI SAYYED LAYAKH ALI,Social Democratic Party Of India,4629,15,4644,0.35
16.0,DASHARATH PRABHKAR RATHOD,Maharashtra Vikas Aghadi,4354,40,4394,0.33
